arxiv_id,page,URL,location,Lexicographical Complexity,Spatial Complexity,Representational Complexity,OADS
1902.04324,15.0,https://doi.org/10.1016/j.aml.2018.03.001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
1902.04324,15.0,https://doi.org/10.1016/j.cam.2019.02.011,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,GenURL
1902.04324,1.0,https://mat.ug.edu.pl/kmalina,Abstract,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,GenURL
1902.04324,1.0,https://www.maths.ox.ac.uk/people/pranav.singh,Abstract,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,GenURL
1902.04992,9.0,https://people.eecs.berkeley.edu/~jhoffman/domainadapt,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with unicode characters",embedded in captions,,GenURL
1902.04992,65.0,https://sites.google.com/site/vandaldepthnet/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""",,,Project
1902.04992,67.0,http://www.phash.org/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in footnotes,,Project
1902.04992,80.0,https://github.com/BVLC/caﬀe/wiki/Model-Zoo,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,Project
1902.04992,47.0,https://github.com/engharat/SBADAGAN,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,Project
1902.04992,95.0,https://github.com/fchollet/keras,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,Project
1902.04992,84.0,https://github.com/fmcarlucci/de2co,Conclusions,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,Project
1902.04992,76.0,https://github.com/fmcarlucci/de2co,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across lines,,Project
1902.04992,8.0,https://images.google.com/,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes",embedded in footnotes,,GenURL
1902.04992,67.0,www.blender.org,Methodology,URLs without scheme,embedded in footnotes,,TPS
1902.04992,68.0,https://sites.google.com/site/vandaldepthnet/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,Project
1902.04992,70.0,http://www.csie.ntu.edu.tw/cjlin/liblinear/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,,TPS
1902.04992,8.0,https://www.instagram.com/,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in footnotes,,GenURL
1902.04992,8.0,https://www.pinterest.com/,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in footnotes,,Project
1902.04992,2.0,mailto:fabiom.carlucci@gmail.com,Abstract,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,GenURL
1902.04992,79.0,http://opencv.org/,Methodology,"URLs with trailing slashes, ""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,TPS
1902.05009,11.0,http://archive.ics.uci.edu/ml,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,TPD
1902.05009,11.0,http://www.cs.toronto.edu/~delve/data/ringnorm/desc.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with unicode characters, ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",,TPD
1902.05009,11.0,https://cloud.google.com/automl/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
1902.05009,1.0,https://doi.org/10.1145/3290605.3300911,Abstract,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,APS
1902.05009,1.0,https://doi.org/10.1145/3290605.3300911,Abstract,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across lines,Hidden in metadata,APS
1902.05009,2.0,https://github.com/HDI-Project/ATMSeer,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,Project
1902.05009,11.0,https://medium.com/@MLJARofficial/automl-comparison-4b01229fae5e,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
1902.05009,11.0,https://mljar.com/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,TPS
1902.05009,11.0,https://sigopt.com/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,TPS
1902.05009,11.0,https://www.openml.org/d/949,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,TPD
1902.06636,14.0,http://arxiv.org/abs/1602.08296,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
1902.06636,14.0,http://arxiv.org/abs/1801.02634,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,Project
1902.06636,14.0,http://arxiv.org/abs/1807.06208,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
1902.06636,4.0,https://healpix.jpl.nasa.gov/html/facilitiesnode8.htm,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",split across lines,,GenURL
1902.06636,10.0,http://javiercarron.com/publications,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,GenURL
1902.06636,13.0,http://www.esa.int/Planck,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across lines,,GenURL
1902.06636,14.0,https://cosmologist.info/notes/CAMB.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,GenURL
1902.08379,12.0,http://dx.doi.org/10.1287/opre.4.5.503,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
1902.08379,13.0,http://gamma.cs.unc.edu/RVO2/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,TPS
1902.08379,11.0,https://doi.org/10.1007/s10846-016-0338-z,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
1902.08379,12.0,https://doi.org/10.1145/967900.967919,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
1902.10875,8.0,http://dx.doi.org/10.1007/s00158-011-0666-3,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,TPS
1902.10875,8.0,http://dx.doi.org/10.5281/zenodo.11365,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,TPS
1902.10875,1.0,http://research.intusurg.com/dvrkwiki,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,GenURL
1902.10875,8.0,https://github.com/cvxgrp/scs,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,Project
1902.10875,7.0,https://github.com/WPI-AIM/dvrk_dynamics_identification,Conclusions,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,Project
1902.10875,8.0,https://zenodo.org/record/11365,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",,TPS
2001.00228,4.0,http://openedx.seas.gwu.edu,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",,,GenURL
2001.00228,7.0,http://lorenabarba.com,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,,GenURL
2001.00228,7.0,http://openedgroup.org/fellowship,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,Hidden in annotation layers,GenURL
2001.00228,7.0,https://doi.org/10.21105/jose.00021,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,TPS
2001.00228,3.0,https://github.com/engineersCode/EngComp,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across lines,,Project
2001.00228,5.0,https://github.com/ibleducation/jupyter-edx-grader-xblock,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across lines,,Project
2001.00228,5.0,https://github.com/ibleducation/jupyter-viewer-xblock,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",split across lines,,Project
2001.00228,7.0,https://numfocus.org,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,,GenURL
2001.00228,3.0,https://youtu.be/4-P0gptDT40,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,GenURL
2001.02746,11.0,http://dx.doi.org/0.1145/2556288.2557327,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1002/(SICI)1521-4036(200001)42:1<17::AID-BIMJ17>3.0.CO;2-U,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""","split across lines, embedded in references",,GenURL
2001.02746,13.0,http://dx.doi.org/10.1002/j.2162-6057.2001.tb01045.x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1002/sim.3561,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1007/978-0-85729-224-7_22,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1007/978-3-319-27261-0_50,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,13.0,http://dx.doi.org/10.1007/978-3-642-87617-2_14,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,13.0,http://dx.doi.org/10.1007/s00163-015-0212-1,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1016/0142-694X(91)90003-F,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1016/j.csda.2006.05.024,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1016/j.destud.2007.09.001,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,13.0,http://dx.doi.org/10.1016/S0142-694X(02)00034-0,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1016/S0166-4115(08)62386-9,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,13.0,http://dx.doi.org/10.1017/S0890060400000536,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1037/h0021659,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1037/h0040755,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1037/h0046364,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1037/h0048850,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1037/h0093502,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1037/h0093599,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1057/palgrave.ivs.9500131,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1080/00031305.2017.1305291,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1080/21650349.2018.1463178,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1111/1467-8721.00202,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1115/1.2830844,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1115/detc2016-59926,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1145/1254960.1254987,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,13.0,http://dx.doi.org/10.1145/1718918.1718938,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,TPS
2001.02746,11.0,http://dx.doi.org/10.1145/2076354.2076386,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1145/237091.237119,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1145/2399016.2399069,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,13.0,http://dx.doi.org/10.1145/2556288.2557394,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,TPS
2001.02746,13.0,http://dx.doi.org/10.1145/2675133.2675239,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,13.0,http://dx.doi.org/10.1145/2757226.2757230,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1145/2939672.2939754,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,TPS
2001.02746,13.0,http://dx.doi.org/10.1145/2998181.2998208,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1145/3025453.3025464,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.1145/3025453.3025825,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1145/3059454.3059477,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.1145/317426.317444,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,TPS
2001.02746,1.0,http://dx.doi.org/10.1145/3313831.3376746,Footer,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,TPS
2001.02746,11.0,http://dx.doi.org/10.1145/3325480.3325497,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,TPS
2001.02746,12.0,http://dx.doi.org/10.1287/mnsc.40.11.1514,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,TPS
2001.02746,12.0,http://dx.doi.org/10.1515/humor-2012-0015,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.2466/PR0.4.3.343-350,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,11.0,http://dx.doi.org/10.2514/6.2019-2347,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.3233/jid-2013-0018,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,http://dx.doi.org/10.5281/zenodo.2596847,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.02746,12.0,https://mindnode.com/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,TPS
2001.02746,12.0,https://www.mindmeister.com/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,TPS
2001.02746,12.0,https://www.mindomo.com/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with trailing slashes",embedded in references,,TPS
2001.05815,1.0,http://arxiv.org/abs/2001.05815v1,Header,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",GenURL
2001.05815,11.0,https://arxiv.org/abs/1705.03585,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.05815,11.0,https://arxiv.org/abs/1707.02226,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.05815,11.0,https://arxiv.org/abs/1905.03797,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,GenURL
2001.11605,1.0,https://www.minorplanetcenter.net/mpec/K19/K19RA6.html,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,GenURL
2001.11605,9.0,http://doi.org/10.1006/icar.1995.1190,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,TPD
2001.11605,10.0,http://doi.org/10.1006/icar.2000.6383,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1006/icar.2000.6420,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1006/icar.2002.6850,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,11.0,http://doi.org/10.1007/BF00896489,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1016/j.icarus.2008.12.044,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1016/j.icarus.2011.02.007,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1016/j.icarus.2011.12.010,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1016/j.pss.2003.12.002,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1038/nature25020,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1038/s41550-019-0816-x,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1038/s41550-019-0931-8,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1038/s41586-018-0254-4,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1051/0004-6361/201527628,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1051/0004-6361/201833582,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1051/0004-6361/201833960,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1051/0004-6361/201936959,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1086/169155,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1086/173824,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1088/0004-6256/136/5/2204,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1088/0004-6256/147/1/24,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1088/0004-637X/704/1/733,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1093/mnras/stz075,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,9.0,http://doi.org/10.1117/12.856027,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
2001.11605,10.0,http://doi.org/10.1126/science.257.5078.1926,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,GenURL
