,,,,,,"annotation layer, embedded in images",
astro-ph0404092,11,http://arxiv.org/abs/astro-ph/0401598,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0404092,12,http://www.astron.nl/wsrt/WSRTobs/PuManual.pdf,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
astro-ph0404092,12,http://www.mpifr-bonn.mpg.de/div/pulsar/data/,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes",embedded in footnotes,,
astro-ph0305497,1,http://arxiv.org/abs/astro-ph/0305497v1,Title & Authors,"""URLs with paths, query Strings, and fragments"", ""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0305497,1,mailto:2umgonza4@cc.umanitoba.ca,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0305497,1,mailto:safiharb@cc.umanitoba.ca,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0305497,2,http://heasarc.gsfc.nasa.gov/docs/xanadu/xspec/index.html,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
astro-ph0305250,1,http://arxiv.org/abs/astro-ph/0305250v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0305250,51,http://star-www.dur.ac.uk/∼csf/clusdata/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",,,
astro-ph0305250,139,http://pollux.ft.uam.es/gustavo/VIDEOS/LCDM80/clustervideo.html,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
astro-ph0305250,144,http://pollux.ft.uam.es/gustavo/VIDEOS/LCDM80/clustervideo.html,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
astro-ph0305250,221,http://www.mpa-garching.mpg.de/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
astro-ph0305250,221,http://www.mpa-garching.mpg.de/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
astro-ph0305250,37,http://www.mpa-garching.mpg.de/gadget/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain, URLs with trailing slashes",,,
astro-ph0305109,1,http://arxiv.org/abs/astro-ph/0305109v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0305109,1,mailto:dubinski@astro.utoronto.ca,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0305109,1,mailto:rjh@cita.utoronto.ca,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0305109,1,mailto:pen@cita.utoronto.ca,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0305109,1,mailto:cloken@cita.utoronto.ca,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0305109,1,mailto:pgmartin@cita.utoronto.ca,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0305109,10,http://arxiv.org/abs/astro-ph/0304467,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0305109,10,http://www.cs.utexas.edu/users/flame/goto/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in references,,
astro-ph0305109,11,http://www.fftw.org,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,
astro-ph0305109,11,http://hdf.ncsa.uiuc.edu/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes",embedded in references,,
astro-ph0305109,11,http://www.mynix.com,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,
astro-ph0305109,11,http://oscar.sourceforge.net,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",embedded in references,,
astro-ph0305109,11,http://arxiv.org/abs/astro-ph/0304227,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0305109,11,http://www.top500.org,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,
astro-ph0305109,11,http://www.cita.utoronto.ca/~dubinski/sc2003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
astro-ph0202463,1,http://arxiv.org/abs/astro-ph/0202463v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0202463,4,http://www.eso.org/observing/visas/lpsummary/168.A-0322.html,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
astro-ph0202463,5,http://ipac.caltech.edu/IRSA/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",,,
astro-ph0202463,6,http://sirtf.caltech.edu/SSC/A_GenInfo/SSC_A1_legacy.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
astro-ph0202463,6,http://www.ipac.caltech.edu/SWIRE/swire_v2.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,,
astro-ph0202438,1,http://arxiv.org/abs/astro-ph/0202438v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0202438,4,http://www.kusastro.kyoto-u.ac.jp/vsnet/Xray/xtej1118-camp.html,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""","embedded in footnotes, split across lines",,
astro-ph0202438,6,http://arxiv.org/abs/astro-ph/0102066,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0202438,6,http://arxiv.org/abs/astro-ph/0110111,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0202438,6,http://arxiv.org/abs/astro-ph/0105420,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0202416,1,http://arxiv.org/abs/astro-ph/0202416v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with escape characters",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0202416,1,mailto:ginevra@brera.mi.astro.it,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
astro-ph0202416,3,http://asc.harvard.edu/ciao/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,,
astro-ph0202416,3,http://hea-www.harvard.edu/RD/index.html,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
astro-ph0202416,13,http://arxiv.org/abs/astro-ph/0108114,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0202416,13,http://arxiv.org/abs/astro-ph/0112385,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
astro-ph0202416,13,http://arxiv.org/abs/astro-ph/0108523,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0202416,13,http://arxiv.org/abs/astro-ph/0109336,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0202373,1,http://arxiv.org/abs/astro-ph/0202373v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0202373,4,http://arxiv.org/abs/astro-ph/0201412,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0202373,4,http://cxc.harvard.edu/cal/Links/Acis,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
astro-ph0202307,1,http://arxiv.org/abs/astro-ph/0202307v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0202307,1,mailto:Graham@astro.ufl.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
astro-ph0202307,3,http://www-obs.univ-lyon1.fr/hypercat/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,,
astro-ph0202271,1,http://arxiv.org/abs/astro-ph/0202271v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0202271,1,mailto:maino@ts.astro.it,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
astro-ph0202271,1,http://map.gsfc.nasa.gov/,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes",embedded in footnotes,,
astro-ph0202271,2,http://astro.estec.esa.nl/SA-general/Projects/Planck/,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,,
astro-ph0202271,9,http://arxiv.org/abs/astro-ph/9906369,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
astro-ph0202271,10,http://arxiv.org/abs/astro-ph/9812350,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
astro-ph0202271,10,http://arxiv.org/abs/astro-ph/9602009,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
astro-ph0202271,10,http://arxiv.org/abs/astro-ph/0111078,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0202271,10,http://arxiv.org/abs/astro-ph/0104490,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0202271,10,http://arxiv.org/abs/astro-ph/0002091,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
astro-ph0202013,1,http://arxiv.org/abs/astro-ph/0202013v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0202013,2,http://alpha2.cnrs-mrs.fr/adhoc/,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
astro-ph0110206,1,http://arxiv.org/abs/astro-ph/0110206v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0110206,1,mailto:tkato@kusastro.kyoto-u.ac.jp,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0110206,1,mailto:hajime.baba@nao.ac.jp,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0110206,1,mailto:nogami@kwasan.kyoto-u.ac.jp,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0110206,7,http://www.kusastro.kyoto-u.ac.jp/vsnet/,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,,
astro-ph0110206,8,https://www.kusastro.kyoto-u.ac.jp/vsnet/Mail/alert0/msg00306.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",,
astro-ph0110206,8,https://www.kusastro.kyoto-u.ac.jp/vsnet/Mail/alert0/msg00428.html,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","embedded in references, split across lines",,
astro-ph0001460,1,http://arxiv.org/abs/astro-ph/0001460v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0001460,3,http://heasarc.gsfc.nasa.gov/xte_weather/,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",,,
astro-ph0001460,3,http://space.mit.edu/XTE/ASM lc.html,Related Works & Background,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",,,
astro-ph0001460,8,http://arxiv.org/abs/astro-ph/9907124,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0001460,9,http://arxiv.org/abs/astro-ph/9708201,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0001460,9,http://arxiv.org/abs/astro-ph/9904087,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",Hidden in annotation layers,
astro-ph0001460,9,http://arxiv.org/abs/astro-ph/9808019,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0001460,10,http://arxiv.org/abs/astro-ph/9805224,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
astro-ph0001299,1,http://arxiv.org/abs/astro-ph/0001299v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
astro-ph0001299,1,mailto:dps@astro.psu.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
astro-ph0001299,1,http://heasarc.gsfc.nasa.gov/W3Browse,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in footnotes,,
astro-ph0001299,7,http://arxiv.org/abs/astro-ph/9908016,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.08977,1,http://arxiv.org/abs/1510.08977v2,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1510.08977,1,mailto:h.jeong37@gmail.com,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1510.08977,3,http://arxiv.org/abs/1108.1517,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1510.08977,3,http://arxiv.org/abs/1502.06782,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,,
1510.08628,8,http://www.lemurproject.org/clueweb12.php/,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with trailing slashes",embedded in footnotes,,
1510.08628,10,http://ml.cs.tsinghua.edu.cn/~jianfei/warplda.html,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1510.08187,1,http://arxiv.org/abs/1510.08187v1,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1510.08187,1,mailto:rlward@mcmaster.ca,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
1510.08187,3,http://starlink.eao.hawaii.edu,Results and Discussion,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain",embedded in footnotes,,
1510.07579,1,mailto:yy88@duke.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1510.07579,1,mailto:kieron@uci.edu,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1510.07579,1,mailto:weitao.yang@duke.edu,Header,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,Hidden in annotation layers,
1510.07579,9,http://www.qm4d.info,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,
1510.07429,1,mailto:vladimir.braun@ur.de,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in captions,,
1510.07429,1,http://pos.sissa.it/,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, URLs with trailing slashes",embedded in footnotes,,
1510.07429,10,http://cern.ch/luscher/openQCD,References,"""URLs with paths, query Strings, and fragments"", ""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in references,,
1510.06700,12,https://github.com/konradws/SatConn,Introduction,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,,
1510.06700,81,http://arxiv.org/abs/1312.6679,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1510.06700,81,http://arxiv.org/abs/1312.6679,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1510.06700,81,http://arxiv.org/abs/1403.6165,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","embedded in references, split across lines",,
1510.05937,1,mailto:wangdong99@mails.tsinghua.edu.cn,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1510.05937,1,http://arxiv.org/abs/1510.05937v2,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",,"Hidden in annotation layers, Hidden in metadata",
1510.05937,1,mailto:fzheng@tsinghua.edu.cn,Title & Authors,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",,Hidden in annotation layers,
1510.05937,4,http://www.itl.nist.gov/iad/mig/tests/sre/2008/sre08 _evalplan_release4.pdf,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in references,,
1510.04483,11,http://tevewwg.fnal.gov,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet""",embedded in footnotes,,
1510.04483,11,http://twiki.cern.ch/twiki/bin/view/LHCPhysics/LHCTopWG,Methodology,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", URLs with subdomain, ""URLs with paths, query Strings, and fragments""",embedded in footnotes,,
1510.04483,15,http://arxiv.org/abs/1506.02800,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1007/978-3-319-15001-7_7,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1509.03325,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1407.3792,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1140/epjc/s10052-014-3046-5,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1207.7214,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1016/j.physletb.2012.08.020,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1207.7235,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1016/j.physletb.2012.08.021,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1205.6497,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1007/JHEP08(2012)098,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1411.1923,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1134/S1063776115030152,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1503.07589,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1103/PhysRevLett.114.191803,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1407.2763,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1007/JHEP09(2014)012,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1412.3649,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1505.00630,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1310.0799,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1140/epjc/s10052-014-3119-5,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1405.4781,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/1303.6254,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1103/PhysRevLett.110.252004,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://dx.doi.org/10.1103/PhysRevLett.74.2626,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments"", URLs with subdomain",embedded in references,Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/hep-ex/9503002,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""","split across lines, embedded in references",Hidden in annotation layers,
1510.04483,15,http://arxiv.org/abs/hep-ex/9503003,References,"""URLs with schemes such as http, https, ftp, sftp, git, magnet"", ""URLs with paths, query Strings, and fragments""",embedded in references,Hidden in annotation layers,
